ID,condition,condition_label,laplong,whichtalk,whichtalklabel,obj_raw,open_raw,obj_rawZ,open_rawZ,obj_index,open_index,obj_indexZ,open_indexZ,obj_index_prop,open_index_prop,wordcount,pltrigrams,ltrigrams,ptrigrams,threegramspercentl,threegramspercentp,relatedknowledge,laptopornotebook,betterlorn,lornchoicedepends,timereviewingnotes,otherthoughts,studyabout,year,concentration,gender_coded,race_ethnicity_coded,NFC_1,NFC_2,NFC_3R,NFC_4R,NFC_5R,NFC_6,NFC_7R,NFC_8R,NFC_9R,NFC_10,NFC_11,NFC_12R,NFC_13,NFC_14,NFC_15,NFC_16R,NFC_17R,NFC_18,NFC,values.completed,values.rspan,values.totalcorrectletters,values.sentencetotalerrors,values.sentencespeederrors,values.sentenceaccerrors,typingwpm,typingacc
86,0,laptop,.5,1,islam,9.46153846153846,4.64285714285714,.458576489206681,1.26607282723199,5.92307692307692,2.85714285714286,1.09584401797068,.71002014252426,.846153846153846,.952380952380952,327,29,2863,325,1.01292350681104,8.92307692307692,3,In a notebook—I get extra practice/memorization out of retyping my notes for particularly difficult classes,5,"Science and math have weird symbols that I find easier to write than to type, especially with equations and practice problems before a test. So for those, definitely in a notebook; the last humanities class I took I used a laptop and that worked fine.",1-3 hours not including the rest of my studying process.,-99,Racism? That's what they're usually about.,2018,Biology and BFA,1,4,2,2,1,3,3,1,-2,2,-1,2,3,2,2,-1,2,0,-1,-2,18,0,18,42,6,5,1,62,98
87,0,laptop,.5,3,ideas,2.08333333333333,3.83333333333333,-.988764265853294,-.0669158244824932,1.66666666666667,2.91666666666667,-1.04571018304417,-.292995317281611,.277777777777778,.729166666666667,82,9,2981,80,.301912110030191,11.25,0,"I take my notes in a paper notebook because it is what I am most comfortable with. Also, my professors have advised against taking notes in a laptop because according to studies this is less effective than taking notes by hand.",5,I think I would always opt to take notes on a notebook. Taking notes on a laptop feels strange to me and also I focus more on the laptop and less on the lecture.,1 hour.,Notebooks are the best evaaaaaaa,Memory recall when doing computer tasks.,2019,Electrical Engineering,2,2,3,4,3,3,-1,2,-2,-3,2,1,3,4,1,3,3,3,0,-2,27,0,39,58,5,1,4,72,98
88,1,longhand,-.5,5,algorithms,4.92307692307692,3.69230769230769,.343574806259813,.997257872681012,3.92307692307692,2.69230769230769,.485365843119122,.825181381981277,.56043956043956,.897435897435897,58,1,2428,56,.0411861614497529,1.78571428571429,0,"Usually notebook if professor doesn't allow laptops, sometimes I use my laptop. I remember information better if I write it down, but I use my laptop to keep everything organized.",6,I prefer to take notes in a notebook in science and math classes,About 98% of my study time,Preference depends on the person. If you want to keep your notes organized then a laptop might be easier,Information retention after taking notes by hand,2019,Community Health,1,3,1,4,3,1,1,1,1,2,-2,3,3,1,-1,1,3,-1,1,4,26, , , , , , ,45,98
90,0,laptop,.5,5,algorithms,5.23076923076923,2.46153846153846,.590457223710198,-.295277470682087,3.30769230769231,2.38461538461538,-.0291676510542369,.331773957703813,.472527472527473,.794871794871795,214,42,2428,212,1.72981878088962,19.811320754717,2,"I take notes in a notebook because many of my professors do not allow computer usage. Also, it is difficult to take notes for science classes on a laptop because of formulas and diagrams.",5,Notebook for science and math. Laptop for humanities,5 hours,I note-take on my laptop when outlining textbooks for humanities classes.,I think this study is about how efficient note taking using a laptop is in comprehending the lecture material.,2020,Biology,1,2,0,0,0,0,1,-2,-1,0,0,1,2,-2,-1,-1,1,-4,1,1,-4, , , , , , ,75,97
92,0,laptop,.5,4,indus,5.93333333333333,3.53333333333333,-.692382289046975,-.76662653878059,4.93333333333333,2.6,.231296080579722,-.677763371904578,.822222222222222,.65,399,25,3011,397,.830288940551312,6.29722921914358,3,"Always in a notebook, I like the feeling of writing in pencil on paper, feel like I have far more control of it, and for me physically writing down information helps me learn it. I also can draw pictures/arrows more easily",7,No,Anywhere from 30 minutes to many hours depending on the subject and test,I strongly dislike note taking on a laptop.,Whether taking notes on a laptop/notetaking styles effected cognitive ability and information recall.,2017,Biochemistry,2,4,1,4,3,2,3,2,2,2,-1,2,3,3,2,2,4,1,2,2,39,0,50,66,2,1,1,83,98
93,0,laptop,.5,3,ideas,3.81818181818182,3.41666666666667,.214184396470877,-.60814675779677,2.81818181818182,3,-.0779630659913436,-.131524952046254,.46969696969697,.75,75,10,2981,73,.335457900033546,13.6986301369863,0,Both. On my laptop if the lecturer speaks quickly and in a notebook if no electronics are allowed in class.,3,"Yes, in terminology heavy classes that require me to record a lot of information fast (bio, psychology etc.) I would use a laptop. For computer science, some greek symbols and equations are hard to type so I just hand write it.",2-3 hours.,"Note taking in a notebook is better for memory retention as you note take, but can be hard to recognize afterwards. Note taking on a laptop may not help with memorization on the spot, but is usually easier to understand when reviewing it later on.",How much information someone can remember after taking notes from a lecture/video.,2019,Computer Science,1,2,0,3,3,0,2,3,2,2,-1,2,1,0,-1,3,4,-4,2,1,22,0,44,64,1,0,1,90,99
94,1,longhand,-.5,1,islam,2.76923076923077,.571428571428571,-2.08198622949623,-2.40498790529416,1.84615384615385,.571428571428571,-2.18024119731355,-2.88229798397686,.263736263736264,.19047619047619,112,8,2863,110,.2794271742927,7.27272727272727,0,"I normally take notes in a notebook. If I take notes on a laptop, it is easy for me to get distracted by the many other functions my laptop allows me, such as social media. I take notes mainly to get the information into my head and to force myself to pay attention. I do not always reread these notes, as most of my classes supply notes or slides online, which I reference as I do homework.",5,I would be more inclined to take notes in a class where the majority of the work is done on the computer.,"Depends on the test, probably around 3-4 hours.","Laptop may be easier for taking notes because if one can touch-type, they can pay attention to the lecture while taking notes. When I write notes in my notebook, often times I miss information in the lecture, because I am looking down and focusing on my notebook","How information from lectures is retained after doing other, unrelated mentally stimulating tasks",2019,Computer science,2,4,1,-1,2,-1,1,1,1,-3,-1,2,-2,2,-2,2,1,2,2,-1,6,0,56,70,0,0,0,68,98
95,1,longhand,-.5,3,ideas,4.45454545454545,3.75,.655440674353979,-.175162011145349,3.45454545454545,3,.456844551327321,-.131524952046254,.575757575757576,.75,127,19,2981,125,.637370010063737,15.2,0,"Yes, in a notebook or on slides that professors print out. I like to have detailed knowledge of the information being presented.",7,"No, I like taking handwritten notes all around.",I usually spend roughly 2-4 hours looking through notes depending on the class and how many notes I took down.,I think that taking notes on a laptop allows for less memorization of the knowledge being presented.,I think this study is about how note taking influences the amount of knowledge one obtains from lectures.,2018,Education and Community Health,1,3,2,2,1,1,-2,2,3,-2,-2,-2,2,3,2,3,-2,-4,1,4,12, , , , , , ,51,98
96,0,laptop,.5,3,ideas,4.27272727272727,4.25,.529367452101664,.474315108831783,3.54545454545455,3.25,.533245639515702,.352886143659817,.590909090909091,.8125,237,27,2981,235,.905736330090574,11.4893617021277,0,"In a notebook because it helps me stay focused, and I find that i remember information more when I write by hand. It is also easier for me to look back on later rather than having a million separate documents",7,No i take notes in my notebook for all classes,"Between 3-7 hours, depending on the subject and material",N/A,"Peoples' attention spans when working on laptops to take notes and remember material, as well as looking at their memory in the long-term.",2018,English and education,1,4,3,2,2,1,1,0,1,-1,-2,0,2,3,2,3,4,2,2,1,26,0,37,57,1,1,0,64,97
97,0,laptop,.5,3,ideas,3.45454545454545,4.16666666666667,-.0379620480337525,.366068922168928,2.45454545454545,3.25,-.383567418744867,.352886143659817,.409090909090909,.8125,314,41,2981,312,1.37537739013754,13.1410256410256,0,"I usually try to switch from using a laptop and a notebook because it's easier to organize my notes through a laptop, but I am faster at taking notes in my notebook.",5,"Not so much, but notebook can be a much better way to take notes for some classes.",1-2 hours,I think it's effective when you take notes in your notebook first and then transcribe them on to the laptop. I think writing memory is more influential than typing memory.,Memory retention of typed notes?,2020,Possibly psychology,1,2,1,1,2,1,-1,-1,-2,1,1,1,0,2,2,2,0,-2,2,1,11,0,61,65,10,5,5,63,98
98,1,longhand,-.5,2,inequalities,8.91666666666667,5.08333333333333,1.63124749201453,.930020989263741,5,3.25,1.61834151225485,.523621266817142,1,.65,165,14,2456,163,.570032573289902,8.58895705521472,3,"I usually take notes in a notebook because teachers have recommended it, and I get distracted when I'm using a computer.",5,I would be more likely to use handwritten notes in a math or science class.,4 hours,"taking hand notes is great for remembering the information well... however, it takes longer to write by hand so sometimes I feel like I am missing something. With a computer I can typically type at the speed that the lecturer is talking, or type what I need from a powerpoint.",I think it is about whether hand writing notes or taking notes on a computer allows for better memory outcomes on a test.,2018,Community Health/ Psychology,2,4,2,2,0,1,3,1,1,2,-1,3,3,2,2,3,3,2,1,-1,29,0,58,64,7,3,4,48,95
100,1,longhand,-.5,1,islam,10.2307692307692,4.92857142857143,.750595192505865,1.52369112425137,5.23076923076923,2.92857142857143,.539527660658268,.82228008397742,.747252747252747,.976190476190476,231,17,2863,229,.593782745371987,7.4235807860262,2,"in class I take laptop notes, for the sake of clutter and speed. I also like being able to look up things my professors reference or (in physics) find images to complement what we're learning. I use a notebook/handwriting for revisions, though.",4,"yes, absolutely. For lectures especially, I prefer laptop notes. but some courses are so much easier to keep in the brainhole when handwriting notes. Stats and physics are definitely notebook oriented for me","about a week solid. I annotate my texts and review computer notes in conjunction, but if i handwrite my notes I review them significantly less","my main motivation is that my boss bought me my laptop after my last was stolen, so I really want to get as much use as possible from it in gratitude. I also am old enough now to stay on topic in class even with the internet at my disposal. Also still, I'm lefthanded which can make or break note-taking, let's be honest, if I have the wrong side desk.","do students better recall a lecture, even after engaging in other tasks and with a time delay, after having written their notes by hand, or by note-taking on a computer?",2018,Clinical Psychology,1,3,2,1,1,2,3,3,0,-2,0,1,1,3,1,4,2,0,0,0,22,0,54,69,6,2,4,42,94
101,1,longhand,-.5,3,ideas,3.90909090909091,5.33333333333333,.277221007597035,1.8815155354489,3,4,.0748391103854177,1.80611943077803,.5,1,176,25,2981,174,.838644750083865,14.367816091954,1,Laptop. I type pretty fast and it's easier to store.,7,"Definitely. Math and sciences are almost certainly on a notebook. For certain humanities courses, I will prefer a notebook but if it is a fast paced lecture, the laptop is the way to go.","ha-ha-ha-ha. Umm, 2 to 4 hours.","Notebooks are better since you're actually writing the information down and that in itself is a learning process. The issue is that it's slower, although it is harder to get distracted by other things/websites when on a notebook.",I was told this study is about how we remember information. I believe that to be the case.,2019,American Studies & Education,2,2,2,3,0,1,2,0,1,0,-2,1,2,2,2,2,2,0,0,2,20,0,64,71,2,0,2,99,97
102,0,laptop,.5,3,ideas,3,3.41666666666667,-.35314510366454,-.60814675779677,2,2.83333333333333,-.76557285968677,-.454465682516967,.333333333333333,.708333333333333,35,3,2981,33,.100637370010064,9.09090909090909,2,"Notebook if the lecturer writes notes on the board. If it's a lecture class with powerpoints, I sometimes type in my laptop but mostly just listen to the lecture instead of taking notes.",5,"Yes, I take notes on a laptop for humanities courses and use my notebook for science and math.",36 hours,"No, it just depends on the subject and learning style.",If people prefer writing down notes or typing them,2019,Civil Engineering,1,2,3,2,2,2,2,1,-1,-2,-2,3,3,2,-2,0,2,-3,-1,1,12,0,62,71,7,2,5,69,97
103,0,laptop,.5,5,algorithms,4.92307692307692,2.15384615384615,.343574806259813,-.618411306522862,4,2.07692307692308,.549682529890791,-.161633466573651,.571428571428571,.692307692307692,145,14,2428,143,.57660626029654,9.79020979020979,0,"Both, because some classes require more notes so I use a laptop, and some require less so I use a notebook.",4,Yes,Two days,-99,Testing students' note taking practices,2018,Political Science,1,4,-2,-1,-2,0,-1,-3,2,-2,-2,1,1,-1,-1,-3,2,-1,1,-2,-14,0,60,67,2,2,0,69,97
105,1,longhand,-.5,1,islam,4.69230769230769,3.28571428571429,-1.35193947124826,.0423859163899404,3,2.57142857142857,-1.25304726845952,.26098037671162,.428571428571429,.857142857142857,196,18,2863,194,.628711142158575,9.27835051546392,1,"In a notebook because I process information better that way, it is less distracting, and I can pay attention to the speaker at the same time. Plus, if I need to draw a visual I can.",7,No,"Depends on the class and the upcoming test. 
For chemistry, 6-10 hours?
For sociology, 4-5
For french, 2ish","I wish everyone took notes in a notebook because I think it is a much better way to learn the material (and avoid being distracted), and the noise of the keyboard or the screen lights or whatever they're looking at that aren't class notes don't affect the rest of the class then.",Thought-processing and ability to retain information? Who knows!,2020,Premed and likely doing sociology major,1,4,3,4,4,4,4,3,1,-2,-1,3,3,2,1,1,4,-3,3,3,37,0,23,45,2,0,2,88,99
106,1,longhand,-.5,2,inequalities,9.75,2.58333333333333,2.03830769135461,-.938514331631447,5,2,1.61834151225485,-.739962046160241,1,.4,137,5,2456,135,.203583061889251,3.7037037037037,1,"Both, depending on the class. Lectures on laptop, seminars mainly by hand. If I have time to engage with the topic and synthesize info, I prefer hand written notes.",2,"Of course. Imagine trying to take calc notes on your laptop. Or draw up a quick graph. I mainly take notes on laptop with humanities, variable with sciences but definitely by hand the more data heavy a course is.",1-2 hours,"I feel like taking notes on my laptop helps me remember short term, like for an exam a couple of weeks later, but taking notes by hand keeps more info in my head even afetr a course is done.","Note-taking strategies, maybe with some social evaluation component to it.",2017,Biology,1,4,3,3,2,3,4,1,1,0,3,3,3,4,3,2,4,4,3,-1,45,0,75,75,1,0,1,47,97
107,1,longhand,-.5,4,indus,9.46666666666667,5.8,1.01207739470921,.924410971818206,5.6,4,.892142025093205,1.22309534811464,.933333333333333,1,106,2,3011,104,.0664231152441049,1.92307692307692,0,Notebook - faster to write than type and I always draw diagrams,6,yes,3 hours,no,Note taking habits/preferences,2019,Quant Econ & Math,1,2,3,4,-1,0,-2,3,-1,-4,-3,3,0,4,2,0,3,3,-1,2,15, , , , , , ,34,94
108,0,laptop,.5,4,indus,6.53333333333333,3,-.402945738975171,-1.16451771774501,4.93333333333333,2.4,.231296080579722,-.94931461762161,.822222222222222,.6,102,6,3011,100,.199269345732315,6,1,Mostly in a notebook. I find that with a laptop I get distracted and don't pay attention.,5,"Yes sometimes. When the professor goes through the lecture material quickly and does not post the lecture on trunk, i take notes with my laptop

when the class is more discussion based or easier to take lecture notes I stick with my notebook",maybe 2-3 hours,it really just depends on the person and what works best for them when it comes to studying,"If participants were able to retain information from a lecture (i.e. Tedx video) from taking notes on a laptop. The tasks may have been used as a way to simulate our environment. We can get easily distracted with a computer screen, etc.",2017,Psychology and American Studies,1,5,0,1,1,1,0,1,0,-2,-2,3,1,0,-1,1,0,-1,-1,2,4,0,27,46,5,3,2,53,99
109,0,laptop,.5,5,algorithms,4.07692307692308,1.46153846153846,-.335351841728746,-1.34546243716461,3.15384615384615,1.30769230769231,-.157801024597576,-1.39515202726731,.450549450549451,.435897435897436,137,16,2428,135,.658978583196046,11.8518518518519,0,A notebook because I remember things better when I write them down,7,No,Depending on the test between 1 and 15 hours,Nope,How to focus on retaining information and writing it down while new information is being presented,2019,American Studies,1,4,3,1,3,1,3,3,2,0,3,2,3,3,3,4,3,2,2,1,42, , , , , , ,51,98
110,1,longhand,-.5,5,algorithms,3.07692307692308,3,-1.1377196984425,.270206742039269,2.15384615384615,2.38461538461538,-.993917952629284,.331773957703813,.307692307692308,.794871794871795,165,18,2428,163,.741350906095552,11.0429447852761,0,"I take notes on in my notebook because I find it faster, I can organize it faster in my notebook and I enjoy reading off paper than a computer.",6,"Yes, it does. I do like how on a computer it is one large document and especially if created on a google doc I can use any computer to access it.","Not that long, probably only a small percentage of studying is reading out of my notes.","I would also say laptops can die, whereas a notebook is always there.",Most likely if a student remembers more off of a computer or out of a notebook.,2020,Economics,2,4,3,4,2,-3,3,2,-2,-4,-2,1,4,-3,3,3,3,2,2,4,22, , , , , , ,52,97
111,0,laptop,.5,5,algorithms,3.46153846153846,2.84615384615385,-.829116676629515,.108639824118881,2.53846153846154,2.53846153846154,-.672334518770935,.578477669842545,.362637362637363,.846153846153846,126,11,2428,124,.453047775947282,8.87096774193548,1,In a notebook because I find it easier to organize my thoughts when I hand-write them. I rarely take notes on a laptop.,5,"Yes, with science and math its much easier for me to take notes in a notebook because formulas and symbols and drawings (especially for classes like organic chemistry) are more easily translated to paper.","Half of the time I take to study, but it depends on the class",I tend to not study my notes taken on a laptop,How performing mental tasks after learning something helps/hinders one's ability to recall that information,2019,Chemistry,1,4,2,2,1,2,2,4,1,2,1,1,1,1,0,3,1,2,3,3,32,0,14,36,3,0,3,59,98
112,1,longhand,-.5,4,indus,7.4,6.13333333333333,.015129277795214,1.17309295867097,5.2,3.66666666666667,.495634458385116,.770509938586258,.866666666666667,.916666666666667,150,7,3011,148,.232480903354367,4.72972972972973,0,"Notebook. I synthesize better longhand. Also better focus  – I'm not distracted, I'm listening, I can draw connections, spatially organize notes on different parts of the page (nonlinearly) - and sometimes doodling in a notebook helps me do that as well.",6,No. All notebooks for me.,~60 mins.,We should do it more!,longhand note-taking re: memory w/ distractor task in between,2019,"Have been pursuing CBS, but will very possibly switch to Anthropology",1,2,-99,-99, , , ,-99, , , ,-99,-99, ,-99,-99,-99, , ,-99, , , , , , , ,67,96
113,1,longhand,-.5,4,indus,2.26666666666667,2.86666666666667,-2.46116120615245,-1.26399051248612,2.13333333333333,1.86666666666667,-2.54425688637691,-1.67345127286703,.355555555555556,.466666666666667,41,0,3011,39,0,0,0,"No, it kinda distract me from listening",1,"Yes, I take notes for humanities","None, I look at slides posted by the professor entirely",Some classes doesn't allow students to use laptop,"Memory related field, and note taking",2019,"CS, ECON, MATH",2,2,-1,2,3,-3,4,-4,-4,-4,3,3,3,3,3,3,3,3,3,-3,17,0,21,54,15,1,14,61,95
114,1,longhand,-.5,2,inequalities,2.33333333333333,4.16666666666667,-1.58452808277209,.244891371602172,2.33333333333333,2.83333333333333,-1.32324293086902,.102426829158015,.466666666666667,.566666666666667,79,4,2456,77,.162866449511401,5.19480519480519,2,Laptop,7,No,30 minutes,"I have shit handwriting and i type pretty fast, so even though note-taking is better than laptop, laptop is more convenient for me",what types of note-taking leads to better absorption of material,2019,Political Science,2,4,-4,-4,4,4,2,-2,2,0,0,3,1,4,-3,3,-2,0,2,4,14,0,51,63,3,1,2,66,96
115,1,longhand,-.5,2,inequalities,6,3.25,.206536794324256,-.440238246059397,4,2,.515247346083399,-.739962046160241,.8,.4,38,3,2456,36,.12214983713355,8.33333333333333,1,"Notebook, I'm too easily distracted on my laptop",5,"Yes, science and math almost require hand-written notes due to structures and equations. Humanities can be bulleted information",10 hours,"Dependent on the person, if someone is driven to review their notes often taking on a laptop would be better due to faster typing speed (than handwriting) and more word for word copying. For someone not as driven to review notes, handwriting might be better as the information is more easily retained after the first time",Recalling information from a lecture depending on your note taking strategies,2018,Biochemistry,2,4,2,1,2,1,2,1,-1,2,1,3,2,2,2,2,1,2,1,2,28,0,75,75,0,0,0,78,97
116,1,longhand,-.5,4,indus,6.93333333333333,4,-.209988038927301,-.41847175718672,4.4,3.14285714285714,-.297380675031065,.0593042950416513,.733333333333333,.785714285714286,157,9,3011,155,.298904018598472,5.80645161290323,1,"Notebook, I can remember/visualize the information better",7,No,At least two hours,-99,"I think this study might be about how we remember, interpret, encode, and communicate information.",2019,Anthropology,1,4,3,3,2,3,3,2,2,0,2,4,3,4,4,4,4,0,-1,3,45,0,69,70,1,0,1,55,99
117,1,longhand,-.5,5,algorithms,4.84615384615385,3.61538461538462,.281854201897216,.916474413720818,3,2.46153846153846,-.286434398140916,.455125813773179,.428571428571429,.82051282051282,163,5,2428,161,.205930807248764,3.1055900621118,0,It depends on the class because different modes are better suited to different classes. I take handwritten notes when there are lots of diagrams that I can draw and there are no power points. I often take notes on my laptop on powerpoint slides when they are given before hand. Writing by hand allows me to have more creativity in how I use space and to remember concepts better and writing with a computer helps me to keep up when starting with information already there.,7,"Not really, more based on the structure of the class.",Depends greatly on the class. Maybe an hour a week while learning the material and then about six hours reviewing notes before hand? Again varies greatly. Very little if other materials such as readings or problem sets are more important.,"I think that I do better taking notes in a notebook, but it requires more attention during class and in some hard sciences at Tufts is hard to keep up with the professor if slides are available.",Understanding what methods of note taking in lectures is the best for performance on exams.,2018,Environmental Science and Biology,1,4,0,2,3,2,2,3,1,-2,-2,3,3,3,3,2,3,3,1,2,32,0,26,45,14,2,12,53,98
118,1,longhand,-.5,4,indus,7.35714285714286,6.26666666666667,-.00554476149562956,1.27256575341208,5.35714285714286,3.6,.651405288163293,.679992856680581,.892857142857143,.9,262,21,3011,260,.697442710063102,8.07692307692308,0,I take them in a notebook because when I use my laptop I am too tempted to check other websites/social media during class and my notes aren't as thorough.,6,It's certainly easier to take notes by hand in a math course because it's much faster to sketch graphs/tables than to try to create those in a word document. But I tend to use my notebook for all my courses.,3-4 hours.,"I don't think there's anything inherently superior about a notebook versus a laptop. If, for example, you turned your wifi off, your notes on your laptop would probably be just fine. It's just that when I see other people using the internet I am distracted by them, and tempted to use it myself.","I think this study is about how our note taking style reflects on our overall grasp on course material, especially recalling it after doing other strenuous tasks. So while I was totally focused on the typing and memory experiments, I know that my focus on those pushed some of my memory of the Ted Talk about of my head. This is, I believe, a pretty good simulation of what happens in the time between taking notes during a course lecture and taking the test or exam in the course, since there will likely be other strenuous activities between the lecture and the exam.",2019,Political Science,1,4,-1,2,-2,1,1,-1,-1,-1,-3,3,2,1,1,1,0,-2,-1,3,3,0,56,69,5,3,2,93,98
119,0,laptop,.5,2,inequalities,6.83333333333333,3.91666666666667,.613596993664335,.0580378395126529,3.33333333333333,2.91666666666667,-.220148764697569,.18666571668984,.666666666666667,.583333333333333,217,7,2456,215,.285016286644951,3.25581395348837,0,notebook bc i like handwriting it more,7,In all my classes I use a notebook so no.,"Not long, I usually have practice exams.",notebook has better retention.,note taking skills and how that affects your ability to recall information.,2019,Computer Science,1,2,2,2,-1,0,0,1,-2,-2,-2,1,2,1,1,-2,1,2,-4,2,2,0,17,41,9,7,2,60,97
120,0,laptop,.5,4,indus,10.8666666666667,5.13333333333333,1.68742934487675,.427046998112678,5.93333333333333,3.53333333333333,1.22256499734995,.589475774774904,.988888888888889,.883333333333333,161,15,3011,159,.498173364330787,9.43396226415094,0,Usually in a notebook because that is what is required by the professor and that's my preferred method. I take notes on my laptop for my bio class however because the material goes too fast and there are too many diagrams and pictures for me to copy down. On my laptop I can take notes fast and copy and paste the relevant pictures.,5,I always take notes in a notebook for math because there are so many equations it's easier to write out. Humanities I usually take notes in a notebook. For science it depends; for chemistry I use a notebook but biology I use a laptop.,"Depending on the subject, but an hour or two usually","I think I do remember information better when I take notes by hand, but for some classes a laptop is necessary for me just due to the speed of the material.","Retention of information based on note-taking strategies and what factors (liking to think a lot, typing speed, memory abilities) contribute to being better at one or the other",2020,Biology/Community Health,1,4,3,2,2,2,4,4,4,0,2,2,2,3,2,3,3,2,3,2,45,0,38,56,2,0,2,79,98
121,1,longhand,-.5,3,ideas,2.5,4.18181818181818,-.699846464858406,.385750047016719,1.9,3.27272727272727,-.849614056693989,.396923515996733,.316666666666667,.818181818181818,164,22,2981,162,.738007380073801,13.5802469135802,0,On paper. I think the act of writing really helps me slow down my thought process and can be far easier to organize.,7,I prefer hand written across all disciplines.,Depends if I am confident in the subject matter. Anywhere from 0-5 hours.,Laptops type a little to fast the material is parroted instead of internalized.,The ability for students to remember information based upon their habits for note taking.,2019,BME,-99,-99,4,4,4,4,4,4,2,3,1,4,4,4,4,4,4,1,4,4,63,0,3,10,29,2,27,64,97
122,1,longhand,-.5,2,inequalities,4.25,2.41666666666667,-.648289624289911,-1.06308335302446,4.25,2,.791020887626262,-.739962046160241,.85,.4,63,3,2456,61,.12214983713355,4.91803278688525,3,Notebook because it helps me retain more information,5,"Differs depending on whether or not i have to do things besides writing out sentences, such as solving problems in class and drawing diagrams.",6 hours,I have found that taking notes on printed slides for a class is much more useful than just taking them on a notebook or laptop,"The effect of taking notes in a notebook, on the amount of information that is retained.",2019,Biology,2,1,3,3,3,0,3,2,-2,0,-1,4,4,3,3,3,3,2,1,4,38,0,53,65,4,4,0,49,96
123,1,longhand,-.5,3,ideas,2.77777777777778,3,-.50723459752848,-1.14937769111105,1.88888888888889,2.63636363636364,-.858951967472569,-.836122909436902,.314814814814815,.659090909090909,97,9,2981,95,.301912110030191,9.47368421052632,2,notebook- i need to write things out,7,nope,i sometimes rewrite the notes- i organize them in to a study guide before an exam,it is quicker to type but i do prefer having hand-written notes,how much information a student can retain after watching a lecture once. the activities in between we there to distract me so the lecture was not fresh in my mind when i answered questions on the lecture,2019,Community Health,1,4,2,3,2,2,3,1,0,-1,0,2,2,1,2,2,1,-1,0,-1,20, , , , , , ,50,97
124,1,longhand,-.5,5,algorithms,4.5,2.61538461538462,.00411148226553373,-.1337105527617,3.58333333333333,2.61538461538462,.201300476544247,.701829525911911,.511904761904762,.871794871794872,67,4,2428,65,.164744645799012,6.15384615384615,1,I write notes on a tablet. It keeps everything in one place and makes things lighter,4,no,3 hours,no,Differences in memory retention between taking notes on paper and on laptop,2019,chemical engineering,2,4,-4,2,-4,-3,-2,-4,-3,-1,-2,3,-1,2,-3,-1,-1,-3,-4,2,-27, , , , , , ,55,96
125,0,laptop,.5,3,ideas,4,3.09090909090909,.340257618723192,-1.0312909420243,4,2.27272727272727,.915251080457606,-1.54072086682755,.666666666666667,.568181818181818,95,6,2981,93,.201274740020127,6.45161290322581,0,"depends on the class mainly on my notebook, its easier to space things out and create flow charts which is what I use on a lot of my notes.",5,"yes, every math course I take notes on a notebook no matter",Depends if its a test or midterm but between 2-8 hours,nope,to see the different accuracies between people who took notes on a laptop vs on a notebook.,2020,undecided,2,4,1,2,0,0,2,2,-1,-2,-2,3,2,0,2,2,2,0,3,0,16, , , , , , ,63,97
126,0,laptop,.5,1,islam,9.84615384615385,3.92857142857143,.604585840856273,.622027084683543,4.69230769230769,2.78571428571429,.106837160526389,.5977602010711,.67032967032967,.928571428571429,522,171,2863,520,5.97275585050646,32.8846153846154,1,"Notebook, because I do not want to distract myself by being tempted to do other things when I use a laptop.",7,"Perhaps I am more likely to take notes on a laptop in a humanities class, because I find lecturers talk faster in the humanities.",3 hours,I'll really only use a laptop if a lecturer talks really fast since I can type faster than I can write by hand.,Seeing how well you retain information if you take notes by hand or on a laptop.,2017,Political Science and Cognitive & Brain Sciences,1,3,0,1,2,1,1,-1,1,1,0,2,2,3,0,2,0,2,1,1,19, , , , , , ,82,99
127,0,laptop,.5,1,islam,8.46230769230769,3.21428571428571,.07924419362104,-.0220186578649041,5.83333333333333,2.78571428571429,1.02372893461537,.5977602010711,.833333333333333,.928571428571428,302,24,2863,300,.8382815228781,8,3,"Laptop in my humanities courses because I like to jump around in the notes. I take notes in an outline format and the lectures aren't always chronological. For my science and math classes, I use graph paper notebooks.",4,"yes, see above",a hour,notebook is better because you absorb more,concentration and memory retention,2019,astrophysics,1,4,0,2,3,0,1,1,1,-2,0,4,2,4,2,4,2,4,2,1,31,0,60,67,3,2,1,57,99
128,1,longhand,-.5,4,indus,6.73333333333333,4.93333333333333,-.306466888951236,.277837806001019,4.4,3.26666666666667,-.297380675031065,.227407447152195,.733333333333333,.816666666666667,162,14,3011,160,.464961806708735,8.75,0,"Depends on the class; I prefer laptop typically so I can get all of the information but I know its better for memory to write handwritten. If it's a less discussion more lecture based class, I prefer laptop so I can gather all the information and not have to worry about deciphering my notes (I have poor handwriting!)",5,Kind of; if a class is more information heavy and less discussion based a laptop is easier for me because I can gather all the information neatly while more discussion based classes I can scribble my thoughts without discomfort,a good 60% of the time studying for that test,"It's really helpful for slow writers, bad writers, and fast typers to use a laptop but I know it's better for memory to go handwritten",the effect of type of note taking on memory retention (handwritten vs typing) with an interaction effect of stress ;),2018,Political Science and Psychology,1,5,2,2,2,2,1,-3,2,-1,-1,2,3,3,0,1,2,-2,-1,3,17,0,41,59,1,0,1,73,97
